objectid,date,count
1052,2023-01-19T05:00:00Z,1337277
1053,2023-01-20T05:00:00Z,1337975
1054,2023-01-21T05:00:00Z,1339074
1055,2023-01-22T05:00:00Z,1339655
1056,2023-01-23T05:00:00Z,1340150
1057,2023-01-24T05:00:00Z,1341123
1058,2023-01-25T05:00:00Z,1342082
1059,2023-01-26T05:00:00Z,1343049
1060,2023-01-27T05:00:00Z,1343906
1061,2023-01-28T05:00:00Z,1344695
1062,2023-01-29T05:00:00Z,1345060
1063,2023-01-30T05:00:00Z,1345423
1064,2023-01-31T05:00:00Z,1346196
1065,2023-02-01T05:00:00Z,1346906
1066,2023-02-02T05:00:00Z,1347496
1067,2023-02-03T05:00:00Z,1348327
1068,2023-02-04T05:00:00Z,1349167
1069,2023-02-05T05:00:00Z,1349663
1070,2023-02-06T05:00:00Z,1349981
1071,2023-02-07T05:00:00Z,1350782
1072,2023-02-08T05:00:00Z,1351408
1073,2023-02-09T05:00:00Z,1352156
1074,2023-02-10T05:00:00Z,1352861
1075,2023-02-11T05:00:00Z,1353559
1076,2023-02-12T05:00:00Z,1354053
1077,2023-02-13T05:00:00Z,1354372
1078,2023-02-14T05:00:00Z,1355092
1079,2023-02-15T05:00:00Z,1355614
1080,2023-02-16T05:00:00Z,1356264
1081,2023-02-17T05:00:00Z,1356871
1082,2023-02-18T05:00:00Z,1357408
1083,2023-02-19T05:00:00Z,1357818
1084,2023-02-20T05:00:00Z,1358125
1085,2023-02-21T05:00:00Z,1358428
1086,2023-02-22T05:00:00Z,1359115
1087,2023-02-23T05:00:00Z,1359586
1088,2023-02-24T05:00:00Z,1360120
1089,2023-02-25T05:00:00Z,1360696
1090,2023-02-26T05:00:00Z,1360996
1091,2023-02-27T05:00:00Z,1361281
1092,2023-02-28T05:00:00Z,1361777
1093,2023-03-01T05:00:00Z,1362196
1094,2023-03-02T05:00:00Z,1362685
1095,2023-03-03T05:00:00Z,1363061
1096,2023-03-04T05:00:00Z,1363586
1097,2023-03-05T05:00:00Z,1363857
1098,2023-03-06T05:00:00Z,1364092
1099,2023-03-07T05:00:00Z,1364500
1100,2023-03-08T05:00:00Z,1364866
1101,2023-03-09T05:00:00Z,1365297
1102,2023-03-10T05:00:00Z,1365705
1103,2023-03-11T05:00:00Z,1366075
1104,2023-03-12T06:00:00Z,1366355
1105,2023-03-13T06:00:00Z,1366569
1106,2023-03-14T06:00:00Z,1366929
1107,2023-03-15T06:00:00Z,1367297
1108,2023-03-16T06:00:00Z,1367596
1109,2023-03-17T06:00:00Z,1367951
1110,2023-03-18T06:00:00Z,1368269
1111,2023-03-19T06:00:00Z,1368456
1112,2023-03-20T06:00:00Z,1368629
1113,2023-03-21T06:00:00Z,1368932
1114,2023-03-22T06:00:00Z,1369241
1115,2023-03-23T06:00:00Z,1369653
1116,2023-03-24T06:00:00Z,1370057
1117,2023-03-25T06:00:00Z,1370408
1118,2023-03-26T06:00:00Z,1370617
1119,2023-03-27T06:00:00Z,1370838
1120,2023-03-28T06:00:00Z,1371108
1121,2023-03-29T06:00:00Z,1371341
1122,2023-03-30T06:00:00Z,1371672
1123,2023-03-31T06:00:00Z,1371960
1124,2023-04-01T06:00:00Z,1372233
1125,2023-04-02T06:00:00Z,1372416
1126,2023-04-03T06:00:00Z,1372593
1127,2023-04-04T06:00:00Z,1372859
1128,2023-04-05T06:00:00Z,1373082
1129,2023-04-06T06:00:00Z,1373306
1130,2023-04-07T06:00:00Z,1373544
1131,2023-04-08T06:00:00Z,1373734
1132,2023-04-09T06:00:00Z,1373901
1133,2023-04-10T06:00:00Z,1374074
1134,2023-04-11T06:00:00Z,1374275
1135,2023-04-12T06:00:00Z,1374453
1136,2023-04-13T06:00:00Z,1374659
1137,2023-04-14T06:00:00Z,1374854
1138,2023-04-15T06:00:00Z,1375025
1139,2023-04-16T06:00:00Z,1375185
1140,2023-04-17T06:00:00Z,1375335
1141,2023-04-18T06:00:00Z,1375584
1142,2023-04-19T06:00:00Z,1375811
1143,2023-04-20T06:00:00Z,1376015
1144,2023-04-21T06:00:00Z,1376245
1145,2023-04-22T06:00:00Z,1376467
1146,2023-04-23T06:00:00Z,1376619
1147,2023-04-24T06:00:00Z,1376783
1148,2023-04-25T06:00:00Z,1376972
1149,2023-04-26T06:00:00Z,1377152
1150,2023-04-27T06:00:00Z,1377353
1151,2023-04-28T06:00:00Z,1377566
1152,2023-04-29T06:00:00Z,1377762
1153,2023-04-30T06:00:00Z,1377917
1154,2023-05-01T06:00:00Z,1378053
1155,2023-05-02T06:00:00Z,1378226
1156,2023-05-03T06:00:00Z,1378414
1157,2023-05-04T06:00:00Z,1378581
1158,2023-05-05T06:00:00Z,1378761
1159,2023-05-06T06:00:00Z,1378979
1160,2023-05-07T06:00:00Z,1379127
1161,2023-05-08T06:00:00Z,1379184
1162,2023-05-09T06:00:00Z,1379385
1163,2023-05-10T06:00:00Z,1379545
1164,2023-05-11T06:00:00Z,1379725
1165,2023-05-12T06:00:00Z,1379908
1166,2023-05-13T06:00:00Z,1380105
1167,2023-05-14T06:00:00Z,1380155
1168,2023-05-15T06:00:00Z,1380200
1169,2023-05-16T06:00:00Z,1380394
1170,2023-05-17T06:00:00Z,1380556
1171,2023-05-18T06:00:00Z,1380729
1172,2023-05-19T06:00:00Z,1380902
1173,2023-05-20T06:00:00Z,1381072
1174,2023-05-21T06:00:00Z,1381186
1175,2023-05-22T06:00:00Z,1381259
1176,2023-05-23T06:00:00Z,1381353
1177,2023-05-24T06:00:00Z,1381406
1178,2023-05-25T06:00:00Z,1381480
1179,2023-05-26T06:00:00Z,1381546
1180,2023-05-27T06:00:00Z,1381630
1181,2023-05-28T06:00:00Z,1381680
1182,2023-05-29T06:00:00Z,1381719
1183,2023-05-30T06:00:00Z,1381749
1184,2023-05-31T06:00:00Z,1381803
1185,2023-06-01T06:00:00Z,1381897
1186,2023-06-02T06:00:00Z,1381961
1187,2023-06-03T06:00:00Z,1382037
1188,2023-06-04T06:00:00Z,1382079
1189,2023-06-05T06:00:00Z,1382111
1190,2023-06-06T06:00:00Z,1382165
1191,2023-06-07T06:00:00Z,1382223
1192,2023-06-08T06:00:00Z,1382279
1193,2023-06-09T06:00:00Z,1382338
1194,2023-06-10T06:00:00Z,1382380
1195,2023-06-11T06:00:00Z,1382419
1196,2023-06-12T06:00:00Z,1382459
1197,2023-06-13T06:00:00Z,1382540
1198,2023-06-14T06:00:00Z,1382592
1199,2023-06-15T06:00:00Z,1382654
1200,2023-06-16T06:00:00Z,1382706
1201,2023-06-17T06:00:00Z,1382760
1202,2023-06-18T06:00:00Z,1382797
1203,2023-06-19T06:00:00Z,1382822
1204,2023-06-20T06:00:00Z,1382854
1205,2023-06-21T06:00:00Z,1382940
1206,2023-06-22T06:00:00Z,1383017
1207,2023-06-23T06:00:00Z,1383078
1208,2023-06-24T06:00:00Z,1383136
1209,2023-06-25T06:00:00Z,1383163
1210,2023-06-26T06:00:00Z,1383195
1211,2023-06-27T06:00:00Z,1383235
1212,2023-06-28T06:00:00Z,1383319
1213,2023-06-29T06:00:00Z,1383383
1214,2023-06-30T06:00:00Z,1383452
1215,2023-07-01T06:00:00Z,1383514
1216,2023-07-02T06:00:00Z,1383563
1217,2023-07-03T06:00:00Z,1383605
1218,2023-07-04T06:00:00Z,1383680
1219,2023-07-05T06:00:00Z,1383726
1220,2023-07-06T06:00:00Z,1383811
1221,2023-07-07T06:00:00Z,1383868
1222,2023-07-08T06:00:00Z,1383950
1223,2023-07-09T06:00:00Z,1383999
1224,2023-07-10T06:00:00Z,1384029
1225,2023-07-11T06:00:00Z,1384117
1226,2023-07-12T06:00:00Z,1384198
1227,2023-07-13T06:00:00Z,1384270
1228,2023-07-14T06:00:00Z,1384434
1229,2023-07-15T06:00:00Z,1384530
1230,2023-07-16T06:00:00Z,1384604
1231,2023-07-17T06:00:00Z,1384653
1232,2023-07-18T06:00:00Z,1384757
1233,2023-07-19T06:00:00Z,1384858
1234,2023-07-20T06:00:00Z,1384970
1235,2023-07-21T06:00:00Z,1385077
1236,2023-07-22T06:00:00Z,1385166
1237,2023-07-23T06:00:00Z,1385241
1238,2023-07-24T06:00:00Z,1385296
1239,2023-07-25T06:00:00Z,1385444
1240,2023-07-26T06:00:00Z,1385595
1241,2023-07-27T06:00:00Z,1385740
1242,2023-07-28T06:00:00Z,1385843
1243,2023-07-29T06:00:00Z,1385988
1244,2023-07-30T06:00:00Z,1386087
1245,2023-07-31T06:00:00Z,1386167
1246,2023-08-01T06:00:00Z,1386322
1247,2023-08-02T06:00:00Z,1386451
1248,2023-08-03T06:00:00Z,1386592
1249,2023-08-04T06:00:00Z,1386766
1250,2023-08-05T06:00:00Z,1386884
1251,2023-08-06T06:00:00Z,1387025
1252,2023-08-07T06:00:00Z,1387111
1253,2023-08-08T06:00:00Z,1387276
1254,2023-08-09T06:00:00Z,1387451
1255,2023-08-10T06:00:00Z,1387638
1256,2023-08-11T06:00:00Z,1387867
1257,2023-08-12T06:00:00Z,1388069
1258,2023-08-13T06:00:00Z,1388191
1259,2023-08-14T06:00:00Z,1388295
1260,2023-08-15T06:00:00Z,1388521
